year,name,age,sex,genotype,value
2015,precin_prevalence,19,female,total,0.3
2015,precin_prevalence,24,female,total,0.25
2015,precin_prevalence,34,female,total,0.255
2015,precin_prevalence,44,female,total,0.22
2015,precin_prevalence,54,female,total,0.225
2015,precin_prevalence,64,female,total,0.25
