name,state,genotype,result,probability
ave,susceptible,all,inadequate,0.01
ave,susceptible,all,positive,0
ave,susceptible,all,negative,0.99
ave,latent,all,inadequate,0.01
ave,latent,all,positive,0
ave,latent,all,negative,0.99
ave,precin,all,inadequate,0.01
ave,precin,all,positive,0.25
ave,precin,all,negative,0.74
ave,cin,all,inadequate,0.01
ave,cin,all,positive,0.41
ave,cin,all,negative,0.58
ave,cancerous,all,inadequate,0.01
ave,cancerous,all,positive,0.6
ave,cancerous,all,negative,0.39
